Event Date,Health Planning Region,Case Status,Number of Cases,Number of Hospitalizations,Number of Deaths
10/07/2022,Northwest,Probable,55,0,3
10/07/2022,Southwest,Probable,66,0,0
10/07/2022,Northwest,Confirmed,93,2,2
10/07/2022,Eastern,Confirmed,137,3,0
10/07/2022,Southwest,Confirmed,125,6,2
10/07/2022,Eastern,Probable,68,0,0
10/08/2022,Northwest,Probable,56,0,0
10/08/2022,Northern,Probable,69,0,0
10/08/2022,Southwest,Confirmed,95,9,2
10/08/2022,Southwest,Probable,47,1,0
10/08/2022,Eastern,Confirmed,88,3,1
10/08/2022,Central,Probable,71,0,1
10/08/2022,Eastern,Probable,46,0,0
10/08/2022,Central,Confirmed,69,5,1
10/08/2022,Northern,Confirmed,173,4,2
10/08/2022,Northwest,Confirmed,62,2,0
10/09/2022,Northwest,Probable,53,0,0
10/09/2022,Central,Probable,59,0,0
10/09/2022,Eastern,Probable,51,0,0
10/09/2022,Southwest,Confirmed,91,6,0
10/09/2022,Southwest,Probable,48,2,0
10/09/2022,Northern,Confirmed,155,9,0
10/09/2022,Central,Confirmed,81,0,2
10/09/2022,Northern,Probable,58,0,2
10/09/2022,Northwest,Confirmed,49,0,3
10/09/2022,Eastern,Confirmed,114,3,1
10/10/2022,Central,Probable,111,1,0
10/10/2022,Northwest,Confirmed,90,1,1
10/10/2022,Eastern,Confirmed,147,0,1
10/10/2022,Northern,Probable,112,0,1
10/10/2022,Eastern,Probable,73,0,1
10/10/2022,Northwest,Probable,78,0,0
10/10/2022,Central,Confirmed,113,3,2
10/10/2022,Southwest,Probable,107,0,0
10/10/2022,Northern,Confirmed,200,3,2
10/10/2022,Southwest,Confirmed,152,2,6
10/11/2022,Northwest,Confirmed,84,2,1
10/11/2022,Southwest,Confirmed,137,6,4
10/11/2022,Northwest,Probable,57,0,2
10/11/2022,Eastern,Confirmed,160,4,1
10/11/2022,Central,Confirmed,112,2,2
10/11/2022,Eastern,Probable,89,0,0
10/11/2022,Southwest,Probable,69,0,0
10/11/2022,Northern,Confirmed,212,4,1
10/11/2022,Central,Probable,112,0,0
10/11/2022,Northern,Probable,108,0,0
10/12/2022,Northwest,Probable,70,0,1
10/12/2022,Southwest,Probable,88,1,0
10/12/2022,Northern,Confirmed,210,8,2
10/12/2022,Northwest,Confirmed,89,1,2
10/12/2022,Southwest,Confirmed,138,5,3
10/12/2022,Eastern,Confirmed,156,2,1
10/12/2022,Eastern,Probable,73,0,0
10/12/2022,Northern,Probable,102,0,0
10/12/2022,Central,Confirmed,121,7,0
10/12/2022,Central,Probable,93,0,0
10/13/2022,Northwest,Probable,36,0,1
10/13/2022,Southwest,Confirmed,115,8,3
10/13/2022,Northern,Confirmed,222,7,0
10/13/2022,Northern,Probable,81,0,0
10/13/2022,Central,Probable,101,0,0
10/13/2022,Central,Confirmed,113,6,2
10/13/2022,Northwest,Confirmed,82,1,0
10/13/2022,Southwest,Probable,63,0,1
10/13/2022,Eastern,Confirmed,142,1,0
10/13/2022,Eastern,Probable,70,1,0
10/14/2022,Eastern,Probable,59,0,0
10/14/2022,Northern,Confirmed,227,3,2
10/14/2022,Central,Confirmed,95,4,1
10/14/2022,Eastern,Confirmed,147,0,1
10/14/2022,Northwest,Confirmed,86,1,1
10/14/2022,Central,Probable,77,0,1
10/14/2022,Southwest,Confirmed,120,8,3
10/14/2022,Southwest,Probable,70,0,1
10/14/2022,Northern,Probable,81,0,1
10/14/2022,Northwest,Probable,61,0,1
10/15/2022,Eastern,Confirmed,101,3,2
10/15/2022,Northwest,Probable,39,0,1
10/15/2022,Northern,Confirmed,141,5,3
10/15/2022,Northern,Probable,48,0,1
10/15/2022,Central,Confirmed,65,7,1
10/15/2022,Central,Probable,90,0,0
10/15/2022,Southwest,Probable,50,1,1
10/15/2022,Southwest,Confirmed,88,5,2
10/15/2022,Northwest,Confirmed,66,1,2
10/15/2022,Eastern,Probable,50,0,0
10/16/2022,Northwest,Confirmed,70,2,1
10/16/2022,Northwest,Probable,78,0,1
10/16/2022,Southwest,Confirmed,121,7,0
10/16/2022,Northern,Probable,47,1,1
10/16/2022,Southwest,Probable,51,0,0
10/16/2022,Eastern,Confirmed,98,0,3
10/16/2022,Eastern,Probable,39,0,0
10/16/2022,Northern,Confirmed,143,2,1
10/16/2022,Central,Confirmed,69,3,0
10/16/2022,Central,Probable,58,1,0
10/17/2022,Southwest,Confirmed,117,3,4
10/17/2022,Central,Probable,99,0,0
10/17/2022,Northern,Probable,114,0,0
10/17/2022,Southwest,Probable,92,0,1
10/17/2022,Northern,Confirmed,213,4,1
10/17/2022,Eastern,Probable,98,2,1
10/17/2022,Central,Confirmed,124,3,0
10/17/2022,Northwest,Probable,59,0,2
10/17/2022,Eastern,Confirmed,155,3,3
10/17/2022,Northwest,Confirmed,93,0,3
10/18/2022,Southwest,Confirmed,135,9,1
10/18/2022,Central,Confirmed,97,4,1
10/18/2022,Northern,Confirmed,218,2,1
10/18/2022,Southwest,Probable,58,1,0
10/18/2022,Eastern,Confirmed,128,1,2
10/18/2022,Northwest,Confirmed,74,0,0
10/18/2022,Northern,Probable,93,0,0
10/18/2022,Central,Probable,66,0,0
10/18/2022,Northwest,Probable,57,0,0
10/18/2022,Eastern,Probable,95,0,1
10/19/2022,Southwest,Probable,67,0,1
10/19/2022,Central,Confirmed,87,7,2
10/19/2022,Northwest,Confirmed,107,0,1
10/19/2022,Eastern,Confirmed,137,2,3
10/19/2022,Northern,Confirmed,210,1,0
10/19/2022,Northwest,Probable,51,0,0
10/19/2022,Eastern,Probable,79,0,0
10/19/2022,Northern,Probable,84,0,0
10/19/2022,Central,Probable,70,1,0
10/19/2022,Southwest,Confirmed,113,6,2
10/20/2022,Southwest,Confirmed,101,5,1
10/20/2022,Central,Confirmed,89,3,1
10/20/2022,Southwest,Probable,80,0,2
10/20/2022,Central,Probable,70,0,0
10/20/2022,Northern,Probable,76,0,1
10/20/2022,Northwest,Probable,63,0,0
10/20/2022,Northern,Confirmed,197,1,1
10/20/2022,Eastern,Probable,69,0,1
10/20/2022,Northwest,Confirmed,68,1,0
10/20/2022,Eastern,Confirmed,146,8,2
10/21/2022,Eastern,Probable,69,0,0
10/21/2022,Eastern,Confirmed,140,1,2
10/21/2022,Central,Probable,89,1,0
10/21/2022,Southwest,Probable,57,0,1
10/21/2022,Northwest,Probable,51,0,0
10/21/2022,Southwest,Confirmed,124,8,1
10/21/2022,Northern,Confirmed,167,2,2
10/21/2022,Northwest,Confirmed,61,0,1
10/21/2022,Northern,Probable,87,0,0
10/21/2022,Central,Confirmed,94,8,1
10/22/2022,Eastern,Confirmed,101,0,1
10/22/2022,Northwest,Confirmed,64,1,1
10/22/2022,Northern,Confirmed,129,4,0
10/22/2022,Central,Confirmed,81,5,0
10/22/2022,Eastern,Probable,69,0,0
10/22/2022,Southwest,Probable,44,1,1
10/22/2022,Northwest,Probable,54,0,0
10/22/2022,Northern,Probable,75,0,0
10/22/2022,Southwest,Confirmed,88,4,1
10/22/2022,Central,Probable,70,0,0
10/23/2022,Northwest,Probable,40,0,0
10/23/2022,Southwest,Confirmed,72,3,3
10/23/2022,Northern,Confirmed,161,1,1
10/23/2022,Southwest,Probable,46,0,0
10/23/2022,Eastern,Probable,66,0,0
10/23/2022,Eastern,Confirmed,113,1,1
10/23/2022,Central,Probable,87,0,0
10/23/2022,Northwest,Confirmed,61,1,1
10/23/2022,Central,Confirmed,86,4,1
10/23/2022,Northern,Probable,66,0,0
10/24/2022,Northwest,Probable,98,0,1
10/24/2022,Central,Confirmed,151,8,0
10/24/2022,Eastern,Probable,124,0,0
10/24/2022,Northwest,Confirmed,112,1,3
10/24/2022,Southwest,Confirmed,123,12,1
10/24/2022,Northern,Confirmed,262,2,3
10/24/2022,Northern,Probable,99,0,0
10/24/2022,Central,Probable,124,0,1
10/24/2022,Eastern,Confirmed,181,9,0
10/24/2022,Southwest,Probable,95,1,0
10/25/2022,Southwest,Probable,113,0,0
10/25/2022,Northwest,Probable,74,0,0
10/25/2022,Northwest,Confirmed,111,1,0
10/25/2022,Central,Probable,120,0,0
10/25/2022,Eastern,Confirmed,189,5,2
10/25/2022,Northern,Probable,114,0,0
10/25/2022,Southwest,Confirmed,142,9,1
10/25/2022,Northern,Confirmed,261,5,1
10/25/2022,Central,Confirmed,119,3,1
10/25/2022,Eastern,Probable,90,0,0
10/26/2022,Southwest,Confirmed,106,4,1
10/26/2022,Northern,Confirmed,259,5,0
10/26/2022,Southwest,Probable,73,0,0
10/26/2022,Central,Probable,107,0,0
10/26/2022,Eastern,Probable,81,0,0
10/26/2022,Central,Confirmed,108,2,2
10/26/2022,Northwest,Probable,75,0,0
10/26/2022,Eastern,Confirmed,164,2,0
10/26/2022,Northern,Probable,116,1,0
10/26/2022,Northwest,Confirmed,102,1,1
10/27/2022,Eastern,Confirmed,147,3,2
10/27/2022,Northwest,Confirmed,100,2,0
10/27/2022,Central,Confirmed,96,4,1
10/27/2022,Northwest,Probable,65,0,0
10/27/2022,Central,Probable,92,0,0
10/27/2022,Southwest,Probable,70,2,1
10/27/2022,Eastern,Probable,98,0,0
10/27/2022,Southwest,Confirmed,121,2,4
10/27/2022,Northern,Confirmed,221,3,0
10/27/2022,Northern,Probable,110,0,0
10/28/2022,Northern,Probable,85,0,0
10/28/2022,Southwest,Confirmed,110,4,4
10/28/2022,Northwest,Confirmed,83,1,2
10/28/2022,Northwest,Probable,67,0,1
10/28/2022,Central,Confirmed,83,2,1
10/28/2022,Eastern,Confirmed,144,1,2
10/28/2022,Central,Probable,89,0,0
10/28/2022,Southwest,Probable,86,0,0
10/28/2022,Northern,Confirmed,212,3,1
10/28/2022,Eastern,Probable,83,0,0
10/29/2022,Southwest,Probable,40,1,1
10/29/2022,Central,Probable,54,0,0
10/29/2022,Eastern,Confirmed,100,5,0
10/29/2022,Eastern,Probable,66,0,1
10/29/2022,Central,Confirmed,72,0,0
10/29/2022,Northwest,Confirmed,71,0,1
10/29/2022,Southwest,Confirmed,79,3,3
10/29/2022,Northwest,Probable,41,0,1
10/29/2022,Northern,Confirmed,151,5,3
10/29/2022,Northern,Probable,58,0,0
10/30/2022,Central,Confirmed,87,2,0
10/30/2022,Northern,Probable,55,0,2
10/30/2022,Eastern,Confirmed,105,5,3
10/30/2022,Northwest,Confirmed,75,0,0
10/30/2022,Northern,Confirmed,136,3,3
10/30/2022,Southwest,Confirmed,78,9,2
10/30/2022,Eastern,Probable,64,0,0
10/30/2022,Southwest,Probable,74,0,1
10/30/2022,Northwest,Probable,49,0,0
10/30/2022,Central,Probable,81,0,0
10/31/2022,Central,Probable,106,0,0
10/31/2022,Northern,Probable,92,1,0
10/31/2022,Southwest,Probable,101,0,0
10/31/2022,Eastern,Probable,87,0,0
10/31/2022,Central,Confirmed,113,7,2
10/31/2022,Northern,Confirmed,204,4,3
10/31/2022,Southwest,Confirmed,120,8,2
10/31/2022,Northwest,Probable,87,0,2
10/31/2022,Eastern,Confirmed,164,4,2
10/31/2022,Northwest,Confirmed,107,0,0
11/01/2022,Eastern,Confirmed,169,3,0
11/01/2022,Southwest,Confirmed,125,5,0
11/01/2022,Northern,Confirmed,226,5,1
11/01/2022,Northwest,Confirmed,90,0,1
11/01/2022,Central,Confirmed,95,6,3
11/01/2022,Eastern,Probable,87,0,1
11/01/2022,Northwest,Probable,91,0,0
11/01/2022,Central,Probable,120,0,0
11/01/2022,Northern,Probable,90,0,0
11/01/2022,Southwest,Probable,99,2,0
11/02/2022,Central,Confirmed,114,3,1
11/02/2022,Eastern,Probable,91,0,1
11/02/2022,Central,Probable,103,0,0
11/02/2022,Southwest,Probable,80,0,0
11/02/2022,Northern,Probable,102,0,0
11/02/2022,Eastern,Confirmed,177,4,0
11/02/2022,Northwest,Probable,80,0,1
11/02/2022,Southwest,Confirmed,135,3,2
11/02/2022,Northwest,Confirmed,101,3,1
11/02/2022,Northern,Confirmed,244,5,2
11/03/2022,Southwest,Probable,95,2,0
11/03/2022,Northwest,Probable,81,0,1
11/03/2022,Eastern,Confirmed,149,2,2
11/03/2022,Southwest,Confirmed,109,3,0
11/03/2022,Eastern,Probable,92,1,0
11/03/2022,Northern,Confirmed,218,1,0
11/03/2022,Central,Probable,100,0,0
11/03/2022,Northwest,Confirmed,97,2,3
11/03/2022,Central,Confirmed,102,4,0
11/03/2022,Northern,Probable,83,0,0
11/04/2022,Northern,Confirmed,178,2,1
11/04/2022,Eastern,Confirmed,146,5,2
11/04/2022,Southwest,Confirmed,114,6,3
11/04/2022,Central,Confirmed,88,2,2
11/04/2022,Southwest,Probable,64,0,0
11/04/2022,Eastern,Probable,66,0,2
11/04/2022,Northwest,Confirmed,99,1,2
11/04/2022,Northwest,Probable,65,0,0
11/04/2022,Central,Probable,76,0,1
11/04/2022,Northern,Probable,102,0,0
11/05/2022,Eastern,Probable,58,0,1
11/05/2022,Central,Probable,83,1,1
11/05/2022,Southwest,Confirmed,82,4,0
11/05/2022,Northwest,Confirmed,70,0,0
11/05/2022,Northwest,Probable,54,0,0
11/05/2022,Eastern,Confirmed,95,4,0
11/05/2022,Central,Confirmed,82,8,1
11/05/2022,Northern,Confirmed,137,5,1
11/05/2022,Southwest,Probable,38,0,2
11/05/2022,Northern,Probable,73,0,2
11/06/2022,Central,Confirmed,60,5,1
11/06/2022,Northern,Confirmed,139,4,1
11/06/2022,Northwest,Confirmed,63,0,0
11/06/2022,Eastern,Confirmed,92,1,1
11/06/2022,Northern,Probable,53,0,0
11/06/2022,Southwest,Probable,45,0,2
11/06/2022,Southwest,Confirmed,68,6,1
11/06/2022,Central,Probable,84,0,2
11/06/2022,Northwest,Probable,61,0,1
11/06/2022,Eastern,Probable,55,0,0
11/07/2022,Northern,Confirmed,247,3,0
11/07/2022,Central,Confirmed,89,3,3
11/07/2022,Southwest,Confirmed,102,5,1
11/07/2022,Southwest,Probable,84,1,1
11/07/2022,Central,Probable,112,0,0
11/07/2022,Northern,Probable,88,0,0
11/07/2022,Eastern,Confirmed,175,1,1
11/07/2022,Eastern,Probable,79,0,0
11/07/2022,Northwest,Confirmed,96,0,0
11/07/2022,Northwest,Probable,86,0,0
11/08/2022,Eastern,Probable,61,0,0
11/08/2022,Central,Probable,95,0,1
11/08/2022,Southwest,Probable,55,0,1
11/08/2022,Southwest,Confirmed,100,2,7
11/08/2022,Eastern,Confirmed,127,0,1
11/08/2022,Northwest,Confirmed,84,0,3
11/08/2022,Central,Confirmed,86,3,2
11/08/2022,Northern,Confirmed,214,4,0
11/08/2022,Northern,Probable,85,0,1
11/08/2022,Northwest,Probable,74,0,0
11/09/2022,Northwest,Confirmed,74,0,0
11/09/2022,Southwest,Confirmed,104,5,0
11/09/2022,Northwest,Probable,62,0,0
11/09/2022,Central,Probable,71,0,2
11/09/2022,Central,Confirmed,82,2,0
11/09/2022,Northern,Confirmed,194,3,2
11/09/2022,Northern,Probable,96,0,0
11/09/2022,Southwest,Probable,52,1,3
11/09/2022,Eastern,Confirmed,126,4,0
11/09/2022,Eastern,Probable,72,0,0
11/10/2022,Northwest,Probable,70,0,0
11/10/2022,Northwest,Confirmed,88,0,1
11/10/2022,Central,Probable,76,0,2
11/10/2022,Eastern,Confirmed,118,1,1
11/10/2022,Northern,Probable,85,0,0
11/10/2022,Eastern,Probable,62,0,0
11/10/2022,Southwest,Confirmed,94,5,1
11/10/2022,Southwest,Probable,69,0,1
11/10/2022,Central,Confirmed,82,2,3
11/10/2022,Northern,Confirmed,202,4,2
11/11/2022,Southwest,Confirmed,77,8,2
11/11/2022,Northwest,Confirmed,70,1,1
11/11/2022,Northwest,Probable,53,0,0
11/11/2022,Central,Confirmed,52,6,4
11/11/2022,Northern,Confirmed,179,5,0
11/11/2022,Eastern,Confirmed,92,4,3
11/11/2022,Eastern,Probable,49,1,0
11/11/2022,Southwest,Probable,63,1,1
11/11/2022,Central,Probable,70,0,0
11/11/2022,Northern,Probable,55,0,2
11/12/2022,Central,Probable,43,0,0
11/12/2022,Southwest,Confirmed,79,3,1
11/12/2022,Eastern,Confirmed,75,2,1
11/12/2022,Central,Confirmed,68,2,2
11/12/2022,Eastern,Probable,44,2,1
11/12/2022,Northwest,Confirmed,53,2,2
11/12/2022,Northern,Probable,72,0,0
11/12/2022,Northern,Confirmed,125,1,1
11/12/2022,Northwest,Probable,42,0,0
11/12/2022,Southwest,Probable,43,0,0
11/13/2022,Northwest,Confirmed,72,2,2
11/13/2022,Eastern,Probable,30,0,1
11/13/2022,Northwest,Probable,41,0,0
11/13/2022,Northern,Probable,58,0,0
11/13/2022,Southwest,Probable,49,0,0
11/13/2022,Central,Probable,69,1,0
11/13/2022,Southwest,Confirmed,62,5,1
11/13/2022,Central,Confirmed,76,7,1
11/13/2022,Northern,Confirmed,117,4,2
11/13/2022,Eastern,Confirmed,56,2,0
11/14/2022,Northern,Confirmed,228,6,1
11/14/2022,Northwest,Confirmed,93,2,2
11/14/2022,Central,Probable,71,0,0
11/14/2022,Northwest,Probable,81,0,0
11/14/2022,Northern,Probable,93,0,0
11/14/2022,Southwest,Probable,77,1,0
11/14/2022,Eastern,Probable,60,0,0
11/14/2022,Eastern,Confirmed,99,1,1
11/14/2022,Southwest,Confirmed,88,7,1
11/14/2022,Central,Confirmed,87,2,1
11/15/2022,Central,Probable,68,0,0
11/15/2022,Central,Confirmed,94,4,2
11/15/2022,Southwest,Confirmed,89,9,4
11/15/2022,Eastern,Confirmed,121,2,3
11/15/2022,Northwest,Confirmed,69,0,0
11/15/2022,Southwest,Probable,70,0,2
11/15/2022,Northwest,Probable,73,0,0
11/15/2022,Eastern,Probable,50,0,2
11/15/2022,Northern,Confirmed,212,9,2
11/15/2022,Northern,Probable,100,0,0
11/16/2022,Eastern,Confirmed,93,4,6
11/16/2022,Northwest,Confirmed,85,0,1
11/16/2022,Northwest,Probable,45,0,0
11/16/2022,Southwest,Probable,45,0,1
11/16/2022,Southwest,Confirmed,77,4,0
11/16/2022,Northern,Probable,88,0,0
11/16/2022,Central,Probable,91,1,1
11/16/2022,Eastern,Probable,55,0,0
11/16/2022,Northern,Confirmed,222,2,1
11/16/2022,Central,Confirmed,78,8,2
11/17/2022,Central,Probable,66,0,0
11/17/2022,Northern,Confirmed,219,2,2
11/17/2022,Northwest,Confirmed,79,3,0
11/17/2022,Central,Confirmed,79,3,4
11/17/2022,Eastern,Probable,50,0,0
11/17/2022,Southwest,Confirmed,84,3,0
11/17/2022,Northwest,Probable,66,0,1
11/17/2022,Eastern,Confirmed,95,4,2
11/17/2022,Southwest,Probable,55,0,1
11/17/2022,Northern,Probable,100,0,0
11/18/2022,Northern,Confirmed,194,1,2
11/18/2022,Central,Probable,84,0,0
11/18/2022,Southwest,Confirmed,80,4,3
11/18/2022,Southwest,Probable,51,1,0
11/18/2022,Eastern,Confirmed,91,4,0
11/18/2022,Northwest,Confirmed,74,0,1
11/18/2022,Northwest,Probable,51,0,0
11/18/2022,Central,Confirmed,57,4,0
11/18/2022,Eastern,Probable,61,0,0
11/18/2022,Northern,Probable,81,1,0
11/19/2022,Northern,Confirmed,132,8,1
11/19/2022,Central,Confirmed,57,5,2
11/19/2022,Northern,Probable,81,0,0
11/19/2022,Eastern,Probable,41,0,0
11/19/2022,Southwest,Confirmed,63,2,3
11/19/2022,Northwest,Confirmed,57,1,3
11/19/2022,Central,Probable,48,1,0
11/19/2022,Southwest,Probable,37,0,1
11/19/2022,Northwest,Probable,48,0,2
11/19/2022,Eastern,Confirmed,52,3,3
11/20/2022,Central,Confirmed,46,6,1
11/20/2022,Central,Probable,79,0,0
11/20/2022,Southwest,Probable,33,1,0
11/20/2022,Eastern,Probable,43,1,0
11/20/2022,Southwest,Confirmed,85,3,3
11/20/2022,Northwest,Probable,52,0,0
11/20/2022,Northern,Confirmed,135,6,0
11/20/2022,Northern,Probable,72,0,1
11/20/2022,Northwest,Confirmed,56,1,2
11/20/2022,Eastern,Confirmed,73,6,2
11/21/2022,Eastern,Confirmed,110,4,3
11/21/2022,Southwest,Probable,83,1,0
11/21/2022,Central,Confirmed,84,7,3
11/21/2022,Southwest,Confirmed,108,6,2
11/21/2022,Northwest,Confirmed,81,0,1
11/21/2022,Northern,Confirmed,272,5,2
11/21/2022,Northern,Probable,116,0,0
11/21/2022,Eastern,Probable,64,1,0
11/21/2022,Central,Probable,85,1,2
11/21/2022,Northwest,Probable,70,0,0
11/22/2022,Central,Confirmed,93,4,2
11/22/2022,Northern,Confirmed,304,8,3
11/22/2022,Eastern,Probable,83,0,0
11/22/2022,Eastern,Confirmed,131,2,1
11/22/2022,Central,Probable,96,0,2
11/22/2022,Southwest,Probable,76,0,0
11/22/2022,Northwest,Confirmed,96,3,0
11/22/2022,Northwest,Probable,75,0,0
11/22/2022,Northern,Probable,123,0,0
11/22/2022,Southwest,Confirmed,121,2,1
11/23/2022,Eastern,Confirmed,117,2,1
11/23/2022,Southwest,Confirmed,110,10,1
11/23/2022,Southwest,Probable,68,0,1
11/23/2022,Northern,Confirmed,233,4,2
11/23/2022,Northwest,Probable,98,0,0
11/23/2022,Northern,Probable,114,0,0
11/23/2022,Northwest,Confirmed,100,2,2
11/23/2022,Central,Probable,110,1,0
11/23/2022,Central,Confirmed,99,2,1
11/23/2022,Eastern,Probable,91,0,0
11/24/2022,Northwest,Probable,33,0,0
11/24/2022,Southwest,Confirmed,72,5,0
11/24/2022,Northwest,Confirmed,52,1,1
11/24/2022,Northern,Confirmed,109,2,1
11/24/2022,Northern,Probable,65,0,0
11/24/2022,Southwest,Probable,43,0,2
11/24/2022,Eastern,Probable,55,0,0
11/24/2022,Central,Probable,61,0,0
11/24/2022,Central,Confirmed,58,3,0
11/24/2022,Eastern,Confirmed,92,2,1
11/25/2022,Eastern,Probable,73,0,2
11/25/2022,Northwest,Confirmed,96,0,0
11/25/2022,Southwest,Confirmed,122,5,0
11/25/2022,Eastern,Confirmed,132,2,2
11/25/2022,Northern,Probable,122,0,0
11/25/2022,Central,Probable,108,0,1
11/25/2022,Northwest,Probable,90,0,0
11/25/2022,Southwest,Probable,82,0,1
11/25/2022,Northern,Confirmed,273,12,0
11/25/2022,Central,Confirmed,86,8,2
11/26/2022,Southwest,Probable,75,1,0
11/26/2022,Central,Confirmed,88,5,4
11/26/2022,Northern,Confirmed,219,4,1
11/26/2022,Northwest,Probable,73,0,0
11/26/2022,Northwest,Confirmed,105,1,1
11/26/2022,Southwest,Confirmed,113,3,3
11/26/2022,Northern,Probable,108,0,0
11/26/2022,Eastern,Probable,88,0,0
11/26/2022,Central,Probable,77,1,0
11/26/2022,Eastern,Confirmed,126,3,2
11/27/2022,Northern,Probable,107,0,0
11/27/2022,Southwest,Confirmed,140,6,3
11/27/2022,Central,Probable,135,1,1
11/27/2022,Northwest,Confirmed,111,0,0
11/27/2022,Northwest,Probable,91,0,0
11/27/2022,Southwest,Probable,72,0,0
11/27/2022,Eastern,Probable,108,0,0
11/27/2022,Eastern,Confirmed,137,4,2
11/27/2022,Northern,Confirmed,286,8,0
11/27/2022,Central,Confirmed,93,1,0
11/28/2022,Southwest,Confirmed,178,9,0
11/28/2022,Northwest,Probable,160,0,0
11/28/2022,Eastern,Confirmed,211,7,0
11/28/2022,Southwest,Probable,111,2,0
11/28/2022,Northwest,Confirmed,156,1,1
11/28/2022,Northern,Confirmed,406,13,3
11/28/2022,Eastern,Probable,124,0,0
11/28/2022,Central,Probable,179,1,1
11/28/2022,Central,Confirmed,164,5,1
11/28/2022,Northern,Probable,205,0,1
11/29/2022,Northwest,Confirmed,154,2,1
11/29/2022,Northern,Probable,180,0,0
11/29/2022,Northern,Confirmed,420,7,1
11/29/2022,Southwest,Probable,78,2,1
11/29/2022,Central,Confirmed,130,6,0
11/29/2022,Eastern,Confirmed,198,2,1
11/29/2022,Eastern,Probable,118,0,0
11/29/2022,Southwest,Confirmed,149,10,2
11/29/2022,Northwest,Probable,99,0,1
11/29/2022,Central,Probable,140,0,0
11/30/2022,Northwest,Confirmed,115,1,0
11/30/2022,Northern,Confirmed,374,10,1
11/30/2022,Southwest,Probable,73,0,0
11/30/2022,Northwest,Probable,117,0,1
11/30/2022,Northern,Probable,156,0,1
11/30/2022,Central,Probable,131,1,1
11/30/2022,Eastern,Confirmed,181,5,1
11/30/2022,Central,Confirmed,119,3,1
11/30/2022,Southwest,Confirmed,168,7,1
11/30/2022,Eastern,Probable,99,0,0
12/01/2022,Southwest,Probable,93,0,0
12/01/2022,Northern,Confirmed,308,7,3
12/01/2022,Southwest,Confirmed,149,5,2
12/01/2022,Eastern,Probable,120,0,0
12/01/2022,Central,Confirmed,92,3,1
12/01/2022,Northwest,Confirmed,117,3,1
12/01/2022,Central,Probable,107,0,1
12/01/2022,Northern,Probable,164,0,0
12/01/2022,Eastern,Confirmed,143,2,3
12/01/2022,Northwest,Probable,120,0,0
12/02/2022,Northwest,Probable,80,0,1
12/02/2022,Northwest,Confirmed,105,2,0
12/02/2022,Northern,Probable,153,0,1
12/02/2022,Southwest,Confirmed,148,6,1
12/02/2022,Northern,Confirmed,321,11,0
12/02/2022,Central,Confirmed,90,5,1
12/02/2022,Eastern,Probable,90,0,0
12/02/2022,Southwest,Probable,93,1,1
12/02/2022,Eastern,Confirmed,149,2,2
12/02/2022,Central,Probable,157,0,0
12/03/2022,Northern,Confirmed,196,3,2
12/03/2022,Northern,Probable,102,0,0
12/03/2022,Northwest,Confirmed,78,1,2
12/03/2022,Eastern,Confirmed,98,1,2
12/03/2022,Southwest,Probable,57,2,1
12/03/2022,Central,Confirmed,83,5,2
12/03/2022,Central,Probable,100,0,0
12/03/2022,Southwest,Confirmed,117,5,2
12/03/2022,Northwest,Probable,79,0,0
12/03/2022,Eastern,Probable,106,0,1
12/04/2022,Southwest,Confirmed,136,6,3
12/04/2022,Eastern,Probable,89,0,0
12/04/2022,Central,Confirmed,76,6,2
12/04/2022,Northwest,Confirmed,86,2,0
12/04/2022,Eastern,Confirmed,153,1,2
12/04/2022,Northern,Confirmed,220,8,1
12/04/2022,Central,Probable,112,0,0
12/04/2022,Northern,Probable,97,0,1
12/04/2022,Southwest,Probable,62,0,0
12/04/2022,Northwest,Probable,90,0,0
12/05/2022,Eastern,Probable,132,0,0
12/05/2022,Northern,Confirmed,434,4,2
12/05/2022,Southwest,Probable,88,1,0
12/05/2022,Southwest,Confirmed,187,7,0
12/05/2022,Eastern,Confirmed,183,8,2
12/05/2022,Northwest,Confirmed,170,1,0
12/05/2022,Northwest,Probable,152,0,1
12/05/2022,Northern,Probable,223,0,2
12/05/2022,Central,Confirmed,146,8,2
12/05/2022,Central,Probable,170,0,0
12/06/2022,Northern,Probable,182,0,1
12/06/2022,Eastern,Confirmed,190,6,3
12/06/2022,Northwest,Confirmed,159,3,1
12/06/2022,Central,Confirmed,144,4,4
12/06/2022,Eastern,Probable,153,1,1
12/06/2022,Southwest,Probable,107,1,0
12/06/2022,Northwest,Probable,151,0,0
12/06/2022,Southwest,Confirmed,180,6,1
12/06/2022,Central,Probable,139,1,0
12/06/2022,Northern,Confirmed,405,9,2
12/07/2022,Eastern,Confirmed,189,3,0
12/07/2022,Northern,Confirmed,403,8,1
12/07/2022,Southwest,Probable,95,0,0
12/07/2022,Southwest,Confirmed,188,15,0
12/07/2022,Eastern,Probable,133,0,0
12/07/2022,Northern,Probable,200,1,2
12/07/2022,Central,Confirmed,126,5,0
12/07/2022,Central,Probable,156,0,0
12/07/2022,Northwest,Probable,108,0,0
12/07/2022,Northwest,Confirmed,149,1,5
12/08/2022,Northern,Confirmed,360,6,1
12/08/2022,Central,Confirmed,126,2,1
12/08/2022,Southwest,Probable,112,1,2
12/08/2022,Central,Probable,153,1,1
12/08/2022,Southwest,Confirmed,184,7,1
12/08/2022,Eastern,Confirmed,196,6,2
